welcome,noun,acceptance|greeting
welcome,verb,accept|greet|receive
welcoming,verb,accept|greet|receive
well,noun,excavation|vessel|source|shaft|compartment
well,verb,surface
well-wishing,noun,greeting
welsh,noun,european|brythonic|cattle
welsh,verb,cheat
wesleyan,noun,methodist
west,noun,cardinal compass point|direction|location
west african,noun,niger-congo
westerly,noun,west wind
western,noun,feature|sandwich
westward,noun,cardinal compass point
wet,noun,wetness
wet,verb,change|make
whacked,verb,hit
whacking,noun,corporal punishment
whacking,verb,hit
wheeled,verb,revolve|transport|travel|ride
wheezing,verb,breathe
whipping,noun,beating|defeat|sewing stitch|fight
whipping,verb,beat|beat|convulse|strike|beat|attack
whirring,noun,sound
whirring,verb,sound
whiskered,verb,supply
whispered,verb,talk
whispering,noun,noise|speaking
whispering,verb,talk
white,noun,person|achromatic color|ingredient|man|trouser
white,verb,discolor
whitened,verb,discolor
whitewashed,verb,cover|wash|acquit
whole,noun,concept|object
wholesale,noun,selling
wholesale,verb,sell
whopping,verb,hit|hit
wiccan,noun,pagan
widowed,verb,leave
wild,noun,state|geographical area
wildcat,noun,oil well|attacker|cat
willing,noun,choice
willing,verb,ordain|decide|give
wilted,verb,weaken|decay
winded,verb,travel|be|move|smell|tighten|intertwine|raise
winding,noun,rotation
winding,verb,travel|be|move|smell|tighten|intertwine|raise
windup,noun,termination
windward,noun,direction|side
winged,verb,travel
winking,noun,reflex
winking,verb,gesticulate|radiate|act involuntarily|suppress
winning,noun,success
winning,verb,get
wired,verb,equip|telecommunicate|fasten|string|adapt
wireless,noun,broadcasting|telecommunication|receiver|communication system
wise,noun,manner
witching,noun,practice
witching,verb,charm
withdrawn,verb,travel|discontinue|let go of|take|disown|isolate|close up|retire|remove|tire
withered,verb,decrease|disappear
withering,noun,weakening
withering,verb,decrease|disappear
wizard,noun,expert|occultist
wobbling,verb,move|move|vibrate
wobbly,noun,radical
womanlike,noun,femininity
won,noun,south korean monetary unit|north korean monetary unit
won,verb,get
wondering,verb,question|chew over|react
woolen,noun,fabric
woolgathering,noun,dream
woolgathering,verb,imagine
woollen,noun,fabric
working,noun,excavation
working,verb,succeed|transform|work|pass|work|go|move|make|use|fix|be|affect|operate|manage|stimulate|capture|create from raw material|move|manipulate|use|understand|convert|change state|become
world,noun,natural object|class|experience|people|part|concern|group;homo
worn,verb,have|have|deteriorate|have|last|decay|indispose|dress
worried,verb,mind|perturb|incise|rub
worrying,noun,harassment|agitation
worrying,verb,mind|perturb|incise|rub
worse,noun,bad
worsened,verb,change state|change
worsening,noun,decline|change of state
worsening,verb,change state|change
worshipped,verb,adore|reverence|attend
worst,noun,result|evil|attempt
worst,verb,beat
worth,noun,indefinite quantity|quality
worthy,noun,important person
wound,noun,injury|personnel casualty|distress|damage
wound,verb,hurt|arouse|travel|be|move|smell|tighten|intertwine|raise
wounded,noun,people
wounded,verb,hurt|arouse
wounding,noun,damage
wounding,verb,hurt|arouse
woven,verb,twist|create from raw material|swing|travel
wrapped,verb,cover|move|cover|crash
wrecked,verb,destroy
wrenching,verb,pull|writhe|twist|injure
wriggling,verb,move
wrinkled,verb,contract|fold|fold|fold
writhed,verb,move
writhing,verb,move
written,verb,create verbally|communicate|create verbally|correspond|communicate|make|trace|record|create by mental act
wrong,noun,injustice|injury
wrong,verb,treat
wrought,verb,succeed|transform|work|pass|work|go|move|make|use|fix|be|affect|operate|manage|stimulate|capture|create from raw material|move|manipulate|use|understand|convert|change state|become
x,noun,large integer|letter|methylenedioxymethamphetamine
xc,noun,large integer
xi,noun,large integer|letter
xii,noun,large integer
xiii,noun,large integer
xiv,noun,large integer
xix,noun,large integer
xl,noun,large integer
xv,noun,large integer
xvi,noun,large integer
xvii,noun,large integer
xviii,noun,large integer
xx,noun,large integer|sex chromosome
xxi,noun,large integer
xxii,noun,large integer
xxiii,noun,large integer
xxiv,noun,large integer
xxix,noun,large integer
xxv,noun,large integer
xxvi,noun,large integer
xxvii,noun,large integer
xxviii,noun,large integer
xxx,noun,large integer|sex chromosome
yankee,noun,american|american|american
yawning,noun,reflex
yawning,verb,breathe|be
year-end,noun,end
yearly,noun,reference book
yelled,verb,utter|shout
yellow,noun,chromatic color
yellow,verb,discolor
yellowed,verb,discolor
yemeni,noun,arab
yielding,noun,relinquishment|assent
yielding,verb,supply|change|produce|give|move|make|agree|die|gain|stretch|accept
young,noun,animal|age group
yugoslav,noun,european
yugoslavian,noun,european
yuman,noun,hokan
zairean,noun,african
zairese,noun,african
zambian,noun,african
zany,noun,clown|fool
zapotec,noun,indian|uto-aztecan
zero,noun,relative quantity|digit|numerical quantity|sight setting
zero,verb,adjust|adjust
zigzag,noun,angular shape
zigzag,verb,travel
zillion,noun,large indefinite quantity
zimbabwean,noun,african
zionist,noun,jew
zoroastrian,noun,disciple
zygomatic,noun,bone
ad,noun,promotion
alas,noun,process|wing
alias,noun,name
altogether,noun,nakedness
as,noun,chemical element|metric linear unit|fat-soluble vitamin|nucleotide|purine|current unit|letter|blood group
aside,noun,actor's line|message
at home,noun,reception
bang,noun,blow|noise|hairdo|exhilaration|success
bang,verb,hit|sound|close|travel|copulate|hit
boiling,noun,heating;vaporization|cooking
boiling,verb,change state|change|change|move|be
bolt,noun,lightning|bar|bar|haste|roll|screw|abandonment
bolt,verb,move|lock|swallow|flee|leave|eat|roll up
ce,noun,metallic element
cf,noun,metallic element|fibrosis;monogenic disorder
chock,noun,block
chock,verb,fasten|hold
close up,verb,impede|join
closer,noun,person|reliever
con,noun,argument|prisoner|swindle
con,verb,cheat|study
course,noun,education|series|direction|action|line|gathering|nutriment|layer|facility
course,verb,traverse|move|hunt
crossways,noun,junction
dingdong,verb,ring
disregarding,verb,treat|reject
double time,noun,pace|wage
dripping,noun,flow|sound
dripping,verb,descend|pour
eastwards,noun,cardinal compass point
en passant,noun,capture
etcetera,noun,stuff
first class,noun,superiority|mail|accommodation
flop,noun,computer operation|failure|failure|descent
flop,verb,collapse|descend|fail
forwards,noun,basketball player|position
forwards,verb,transport
glissando,noun,tune
heaps,noun,large indefinite quantity|collection|large indefinite quantity|car;dysphemism
heaps,verb,give|arrange|fill
heart and soul,noun,content
hereafter,noun,life|time
horseback,noun,body part|ridge
hotfoot,noun,practical joke
hotfoot,verb,travel
in time,noun,musical time
item,noun,part|part|whole|fact|symbol
knee-high,noun,sock;stocking
langsyne,noun,past
longer,noun,person
longways,noun,country-dance
lots,noun,large indefinite quantity|large indefinite quantity|tract|social group|condition|object|collection
lots,verb,divide|give
meantime,noun,time interval
meanwhile,noun,time interval
midweek,noun,weekday|time period
multiply,verb,calculate|increase|reproduce|make
nay,noun,negative
needs,noun,condition|necessity|psychological feature|poverty
needs,verb,be
nor'-east,noun,compass point
nor'-nor'-east,noun,compass point
nor'-nor'-west,noun,compass point
nor'-west,noun,compass point
northwards,noun,cardinal compass point
nothing,noun,relative quantity
now,noun,present
nowadays,noun,time
nowhere,noun,obscurity
outdoors,noun,outside
overtime,noun,work time|time period
p.a.,noun,communication system
part,noun,relation|object|thing|concern|location|duty|portrayal|assets|concept|line|tune|attempt
part,verb,move|leave|change|move
per diem,noun,allowance
peradventure,noun,doubt
piggyback,noun,carry
piggyback,verb,ride|haul|haul|hold|change
piping,noun,cord|tube|playing
piping,verb,shout|transport|play|decorate|kill|injure|beat
pitter-patter,noun,pat
pitter-patter,verb,rain|sound
please,verb,satisfy|wish|satisfy
plenty,noun,abundance|large indefinite quantity
plop,noun,noise
plop,verb,drop|descend|set down
plum,noun,fruit tree|drupe;edible fruit|position
plunk,noun,sound|hit
plunk,verb,sound|set down|descend|pull
raving,noun,declamation
raving,verb,party|talk|praise
rearwards,noun,rear
retail,noun,selling
retail,verb,sell|sell
seawards,noun,direction
second class,noun,rank|inferiority|accommodation
second hand,noun,mediator|hand
sic,verb,assail
sidesaddle,noun,saddle
slap,noun,blow|blow
slap,verb,strike
smack,noun,blow|taste|sailing vessel|heroin|kiss|blow
smack,verb,hit|suggest|taste|snog|utter
smash,noun,blow|collision|return|hit|success
smash,verb,hit|break|impoverish|hit|humiliate|damage|hit|collide|demolish|break
so,noun,solfa syllable
soaking,noun,natural process|wetting|wash
soaking,verb,immerse|cheat|wet|consign|beat|affect|drink|impregnate|heat
somewhere,noun,location
sooner,noun,american
sopping,verb,bribe|ooze through|dunk|wet
sou'-east,noun,compass point
sou'-sou'-east,noun,compass point
sou'-sou'-west,noun,compass point
southwards,noun,cardinal compass point
tandem,noun,placement|bicycle
there,noun,location
thus,noun,gum
today,noun,present|day
tomorrow,noun,day|future
tonight,noun,present
tout ensemble,noun,collection|impression
vis-a-vis,noun,equivalent|sofa
viva voce,noun,examination
way,noun,property|implementation|path|condition|course|artifact|journey|position|distance|choice|category|share
westwards,noun,cardinal compass point
yea,noun,affirmative
yesterday,noun,day|past
'hood,noun,vicinity
.22,noun,firearm
1-dodecanol,noun,alcohol
1-hitter,noun,baseball
10000,noun,large integer
100000,noun,large integer
1000000,noun,large integer
1000000000,noun,large integer
1000000000000,noun,large integer|large integer
11-plus,noun,examination
11 november,noun,quarter day
12-tone music,noun,serialism
12-tone system,noun,serialism
144,noun,large integer
14 july,noun,legal holiday
1530s,noun,decade
15 minutes,noun,time unit
16 pf,noun,self-report personality inventory
1728,noun,large integer
1750s,noun,decade
1760s,noun,decade
1770s,noun,decade
1780s,noun,decade
1790s,noun,decade
18-karat gold,noun,alloy
1820s,noun,decade
1830s,noun,decade
1840s,noun,decade
1850s,noun,decade
1860s,noun,decade
1870s,noun,decade
1880s,noun,decade
1890s,noun,decade
1900s,noun,decade
1920s,noun,decade
1930s,noun,decade
1940s,noun,decade
1950s,noun,decade
1960s,noun,decade
1970s,noun,decade
1980s,noun,decade
1990s,noun,decade
1st-class mail,noun,mail
1st class,noun,mail
1st lieutenant,noun,lieutenant
2-hitter,noun,baseball
2-hydroxybenzoic acid,noun,hydroxy acid
2-methylpropenoic acid,noun,acid
20/20,noun,acuity
22-karat gold,noun,alloy
24-hour interval,noun,time unit
24-karat gold,noun,gold
24/7,noun,uptime
2nd lieutenant,noun,lieutenant
3-d,noun,movie|appearance
3-hitter,noun,baseball
30 minutes,noun,time unit
365 days,noun,year
366 days,noun,year
3d,noun,movie|appearance
3d radar,noun,radar
3tc,noun,nucleoside reverse transcriptase inhibitor
4-hitter,noun,baseball
401-k,noun,pension plan
401-k plan,noun,pension plan
440 yards,noun,linear unit
4to,noun,size
4wd,noun,motor vehicle|transmission
5-hitter,noun,baseball
5-hydroxy-3-methylglutaryl-coenzyme a reductase,noun,reductase
5-hydroxytryptamine,noun,monoamine neurotransmitter
60 minutes,noun,time unit
880 yards,noun,linear unit
8vo,noun,size
a,noun,metric linear unit|fat-soluble vitamin|nucleotide|purine|current unit|letter|blood group
a'man,noun,international intelligence agency
a-bomb,noun,bomb;nuclear weapon
a-line,noun,woman's clothing
a-list,noun,list
a-scan ultrasonography,noun,sonography
a-team,noun,team
a. testudineus,noun,fish
a battery,noun,battery
a capella singing,noun,singing
a cappella singing,noun,singing
a level,noun,grade
aa,noun,lava|nongovernmental organization|associate degree
aaa,noun,aortic aneurysm
aalii,noun,tree
aardvark,noun,placental
aardwolf,noun,hyena
aaron's rod,noun,mullein
aarp,noun,association
aas,noun,associate degree|lava|nongovernmental organization|associate degree
aave,noun,american english
ab,noun,bachelor's degree|jewish calendar month|skeletal muscle|blood group
aba,noun,overgarment|fabric
aba transit number,noun,number
abaca,noun,hemp|banana
abacus,noun,tablet|calculator
abalone,noun,gastropod
abamp,noun,current unit
abampere,noun,current unit
abandon,noun,unrestraint|passion
abandon,verb,discard|leave|leave
abandoned infant,noun,baby
abandoned person,noun,unfortunate
abandoned ship,noun,ship
abandonment,noun,rejection|withdrawal|disposal
abarticulation,noun,dislocation
abasement,noun,humiliation|degradation
abashment,noun,embarrassment
abasia,noun,disability of walking
abasia trepidans,noun,abasia
abatable nuisance,noun,nuisance
abatement,noun,interruption|moderation
abatement of a nuisance,noun,abatement
abatis,noun,line of defense
abator,noun,person
abattis,noun,line of defense
abattoir,noun,building
abaya,noun,robe
abbacy,noun,jurisdiction
abbe,noun,abbot
abbe condenser,noun,condenser
abbess,noun,superior
abbey,noun,church|convent|monastery
abbot,noun,superior
abbreviation,noun,form|shortening
abbreviator,noun,redact
abc,noun,fundamentals
abc's,noun,fundamentals
abcoulomb,noun,charge unit
abcs,noun,fundamentals|fundamentals
abdication,noun,resignation|resignation
abdicator,noun,quitter
abdomen,noun,body part|cavity
abdominal actinomycosis,noun,actinomycosis
abdominal aorta,noun,aorta
abdominal aortic aneurysm,noun,aortic aneurysm
abdominal breathing,noun,breathing
abdominal cavity,noun,cavity
abdominal delivery,noun,delivery
abdominal external oblique muscle,noun,abdominal
abdominal muscle,noun,skeletal muscle
abdominal nerve plexus,noun,nerve plexus
abdominal pregnancy,noun,ectopic pregnancy
abdominal wall,noun,wall
abdominocentesis,noun,centesis
abdominoplasty,noun,plastic surgery
abdominousness,noun,fatness
abducens,noun,cranial nerve
abducens muscle,noun,ocular muscle
abducens nerve,noun,cranial nerve
abducent nerve,noun,cranial nerve
abduction,noun,capture|motion
abductor,noun,captor;criminal|skeletal muscle
abductor muscle,noun,skeletal muscle
abecedarius,noun,poem
abele,noun,poplar
abelia,noun,shrub
abelian group,noun,group
abelmoschus,noun,dilleniid dicot genus
abelmoschus esculentus,noun,herb
abelmoschus moschatus,noun,mallow
abelmosk,noun,mallow
abenaki,noun,algonquian
aberdeen angus,noun,beef
aberrance,noun,abnormality
aberrancy,noun,abnormality
aberration,noun,abnormality|mental disorder|optical phenomenon
abetalipoproteinemia,noun,genetic disease;hypobetalipoproteinemia;lipidosis
abetment,noun,encouragement
abettal,noun,encouragement
abetter,noun,accessory
abettor,noun,accessory
abeyance,noun,inaction
abfarad,noun,capacitance unit
abhenry,noun,inductance unit
abhorrence,noun,disgust;hate
abhorrer,noun,signer
abidance,noun,cooperation|act|continuance
abience,noun,urge
abies,noun,gymnosperm genus
abies,verb,right
abies alba,noun,silver fir
abies amabilis,noun,silver fir
abies balsamea,noun,silver fir
abies bracteata,noun,fir
abies concolor,noun,silver fir
abies fraseri,noun,silver fir
abies grandis,noun,silver fir
abies lasiocarpa,noun,silver fir
abies lowiana,noun,silver fir
abies venusta,noun,fir
ability,noun,quality|cognition
abiogenesis,noun,organic phenomenon
abiogenist,noun,believer
abiotrophy,noun,degeneration
abjection,noun,humiliation
abjuration,noun,disavowal
abjurer,noun,person
abkhas,noun,circassian
abkhasian,noun,circassian|circassian
ablactation,noun,bodily process|substitution
ablation,noun,operation|erosion
ablative absolute,noun,constituent
ablative case,noun,oblique
ablaut,noun,vowel
able-bodied seaman,noun,mariner
able-bodiedism,noun,discrimination
able-bodism,noun,discrimination
able seaman,noun,mariner
ableism,noun,discrimination
ablepharia,noun,birth defect
ablism,noun,discrimination
abls,noun,bachelor's degree
ablution,noun,ritual;wash
abm,noun,guided missile
abnegation,noun,denial|renunciation;selflessness
abnegator,noun,donor
abney level,noun,surveyor's level
abnormal psychology,noun,psychology
abnormalcy,noun,physical condition
abnormality,noun,physical condition|retardation|unfamiliarity|misbehavior
abo,noun,australian;ethnic group
abo antibodies,noun,antibody
abo blood group system,noun,classification system
abo group,noun,classification system
abo system,noun,classification system
abocclusion,noun,disorder
abode,noun,address|housing
abode,verb,stay|permit
abohm,noun,resistance unit
abolishment,noun,termination
abolition,noun,termination
abolitionism,noun,doctrine
abolitionist,noun,reformer
abomasum,noun,stomach
abominable snowman,noun,legendary creature
abomination,noun,person|disgust;hate|transgression
abominator,noun,hater
abor,noun,kamarupan
aboriginal australian,noun,austronesian
aborigine,noun,person|australian;ethnic group
abort,noun,termination
abort,verb,end|die|exhaust
aborticide,noun,drug|induced abortion
abortion,noun,termination|failure
abortion-inducing drug,noun,drug
abortion pill,noun,abortifacient
abortionist,noun,doctor
abortus,noun,fetus
aboulia,noun,psychological state
about-face,noun,reversion|change
about-face,verb,turn|rethink
about turn,noun,reversion
abracadabra,noun,gibberish
abrachia,noun,abnormality
abradant,noun,material|tool
abrader,noun,tool
abrading stone,noun,abrader
abraham's bosom,noun,heaven
abramis,noun,fish genus
abramis brama,noun,freshwater bream
abrasion,noun,wound|erosion|friction
abrasive material,noun,material
abrasiveness,noun,roughness|disagreeableness
abreaction,noun,purge
abridgement,noun,summary
abridger,noun,redact
abridgment,noun,summary
abrocoma,noun,mammal genus
abrocome,noun,rodent
abrogation,noun,cancellation
abrogator,noun,authority
abronia,noun,caryophylloid dicot genus
abronia elliptica,noun,sand verbena
abronia fragrans,noun,sand verbena
abronia latifolia,noun,sand verbena
abronia maritima,noun,sand verbena
abronia umbellata,noun,sand verbena
abronia villosa,noun,sand verbena
abruptio placentae,noun,disorder
abruption,noun,break
abruptly-pinnate leaf,noun,pinnate leaf
abruptness,noun,discourtesy|gradient|haste
abs,noun,plastic|bachelor's degree|jewish calendar month|skeletal muscle|blood group
abscess,noun,symptom
abscessed tooth,noun,abscess
abscissa,noun,cartesian coordinate
abscission,noun,shedding|removal
absconder,noun,fugitive
abscondment,noun,desertion
abseil,noun,descent
abseil,verb,descend
abseiler,noun,descender
absence,noun,lack|nonattendance|time interval|seizure
absence seizure,noun,seizure
absence without leave,noun,desertion
absentee,noun,traveler
absentee ballot,noun,ballot
absentee rate,noun,percentage
absenteeism,noun,absence
absentmindedness,noun,preoccupation
absinth,noun,liqueur
absinthe,noun,wormwood|liqueur
absinthe oil,noun,essential oil
absolute alcohol,noun,ethyl alcohol
absolute ceiling,noun,ceiling
absolute frequency,noun,cardinal number
absolute magnitude,noun,magnitude
absolute majority,noun,relative quantity
absolute pitch,noun,hearing
absolute scale,noun,temperature scale
absolute space,noun,space
absolute temperature,noun,temperature
absolute threshold,noun,threshold
absolute value,noun,definite quantity
absolute viscosity,noun,coefficient
absolute zero,noun,temperature
absoluteness,noun,limit|changelessness
absolution,noun,condition|redemption
absolutism,noun,dominance|autocracy|political orientation|doctrine
absolver,noun,pardoner
absorbance,noun,density
absorbate,noun,sorbate
absorbency,noun,permeability
absorbent cotton,noun,absorbent material;cotton
absorbent material,noun,sorbent
absorber,noun,absorbent material
absorptance,noun,coefficient
absorption,noun,sorption|natural process|social process|organic process|attention|cognitive state
absorption band,noun,optical phenomenon
absorption coefficient,noun,coefficient
absorption factor,noun,physical property
absorption indicator,noun,indicator
absorption spectrum,noun,spectrum
absorption unit,noun,unit of measurement
absorptivity,noun,physical property
abstainer,noun,religious person|person
abstemiousness,noun,meagerness|temperance
abstention,noun,self-discipline
abstinence,noun,self-discipline|self-denial
abstract art,noun,genre
abstract artist,noun,painter
abstract entity,noun,entity
abstract expressionism,noun,artistic movement
abstract thought,noun,thinking
abstractedness,noun,preoccupation
abstracter,noun,writer
abstraction,noun,concept|removal|theorization|painting|preoccupation|entity
abstractionism,noun,genre|representation
abstractness,noun,immateriality
abstractor,noun,writer
abstruseness,noun,incomprehensibility|wisdom
abstrusity,noun,wisdom
absurdity,noun,nonsense|folly
absurdness,noun,nonsense
abudefduf,noun,fish genus
abudefduf saxatilis,noun,damselfish
abulia,noun,psychological state
abundance,noun,quantity|ratio|ratio
abuse,noun,mistreatment|disrespect|use
abuse,verb,treat|use|attack|use
abuser,noun,wrongdoer
abutilon,noun,dilleniid dicot genus
abutilon theophrasti,noun,mallow
abutment,noun,point|support
abutment arch,noun,arch
abutter,noun,landowner
abvolt,noun,potential unit
abwatt,noun,power unit
abysm,noun,chasm
abyss,noun,chasm
abyss,verb,right
abyssal zone,noun,ocean floor
abyssinian,noun,domestic cat
abyssinian banana,noun,herb
abyssinian cat,noun,domestic cat
ac,noun,chemical element|electricity
acacia,noun,tree
acacia auriculiformis,noun,wattle
acacia cambegei,noun,wattle
acacia catechu,noun,acacia
acacia dealbata,noun,wattle
acacia farnesiana,noun,acacia
acacia melanoxylon,noun,blackwood
acacia pycnantha,noun,wattle
acacia xanthophloea,noun,acacia
academe,noun,world
academia,noun,world
academic administrator,noun,administrator
academic costume,noun,costume
academic degree,noun,award
academic department,noun,department
academic freedom,noun,freedom
academic gown,noun,gown
academic program,noun,educational program
academic relation,noun,professional relation
academic requirement,noun,prerequisite
academic robe,noun,gown
academic session,noun,term
academic term,noun,term
academic year,noun,year
academician,noun,honoree|scholar|educator
academicianship,noun,position
academicism,noun,traditionalism
academism,noun,traditionalism
academy,noun,secondary school|institution|school|establishment
academy award,noun,award
academy of motion picture arts and sciences,noun,academy
academy of television arts and sciences,noun,academy
acadian,noun,french canadian
acalypha,noun,rosid dicot genus
acalypha virginica,noun,shrub
acantha,noun,projection
acanthaceae,noun,asterid dicot family
acanthion,noun,craniometric point
acanthisitta,noun,bird genus
acanthisitta chloris,noun,new zealand wren
acanthisittidae,noun,bird family
acanthocephala,noun,phylum
acanthocephalan,noun,worm
acanthocereus,noun,caryophylloid dicot genus
acanthocereus pentagonus,noun,cactus
acanthocereus tetragonus,noun,cactus
acanthocybium,noun,fish genus
acanthocybium solandri,noun,mackerel
acanthocyte,noun,red blood cell
acanthocytosis,noun,blood disease
acantholysis,noun,skin disease
acanthoma,noun,tumor
acanthophis,noun,reptile genus
acanthophis antarcticus,noun,elapid
acanthopterygian,noun,teleost fish
acanthopterygii,noun,animal order
acanthoscelides,noun,arthropod genus
acanthoscelides obtectus,noun,seed beetle
acanthosis,noun,skin disease
acanthosis nigricans,noun,skin disease
acanthuridae,noun,fish family
acanthurus,noun,fish genus
acanthurus chirurgus,noun,surgeonfish
acanthus,noun,herb
acanthus family,noun,asterid dicot family
acanthus mollis,noun,acanthus
acapnia,noun,physical condition
acapulco gold,noun,cannabis
acaracide,noun,pesticide
acardia,noun,abnormality
acariasis,noun,infestation
acaricide,noun,pesticide
acarid,noun,mite
acaridae,noun,arthropod family
acaridiasis,noun,infestation
acarina,noun,animal order
acarine,noun,arachnid
acariosis,noun,infestation
acaroid resin,noun,natural resin
acarophobia,noun,zoophobia
acarus,noun,mite
acaryote,noun,cell
acataphasia,noun,brain disorder
acathexia,noun,physical condition
acathexis,noun,libidinal energy
acc,noun,command
accaroid resin,noun,natural resin
acceleration,noun,change|speed|rate
acceleration unit,noun,unit of measurement
accelerator,noun,pedal|valve|activator|scientific instrument
accelerator factor,noun,coagulation factor
accelerator pedal,noun,pedal
accelerometer,noun,measuring instrument
accent,noun,pronunciation|importance|non-standard speech|prosody|diacritical mark
accent,verb,express|pronounce
accent mark,noun,diacritical mark
accenting,noun,action
accenting,verb,express|pronounce
accentor,noun,oscine
accentual system,noun,language system
accentuation,noun,stress|action
acceptability,noun,satisfactoriness
acceptableness,noun,satisfactoriness
acceptance,noun,attitude|blessing|situation|assent|draft|permissiveness|acquisition
acceptance sampling,noun,quality control;sample distribution
acceptation,noun,acceptance|sense|blessing
acceptor,noun,compound|drawee
acceptor rna,noun,ribonucleic acid
access,noun,right|right|way|code|operation|approach
access,verb,recover|reach
access code,noun,code
access road,noun,road
access time,noun,time interval
accessibility,noun,convenience|friendliness
accession,noun,increase|property right|acquisition|agreement|right|attainment
accession,verb,record
accessory after the fact,noun,accessory
accessory before the fact,noun,accessory
accessory cephalic vein,noun,vein
accessory during the fact,noun,accessory
accessory fruit,noun,fruit
accessory hemiazygos vein,noun,vein
accessory hemiazygous vein,noun,vein
accessory nerve,noun,cranial nerve
accessory vertebral vein,noun,vein
acciaccatura,noun,note
accidence,noun,morphology
accident,noun,mishap|happening
accident surgery,noun,medicine
accidental injury,noun,accident
accipiter,noun,bird genus
accipiter cooperii,noun,hawk
accipiter gentilis,noun,hawk
accipiter nisus,noun,hawk
accipitridae,noun,bird family
accipitriformes,noun,bird of prey
acclaim,noun,approval
acclaim,verb,applaud|gesticulate
acclamation,noun,approval
acclimation,noun,adaptation
acclimatisation,noun,adaptation
acclimatization,noun,adaptation
acclivity,noun,slope
accolade,noun,symbol
accommodating iol,noun,lens implant
accommodating lens implant,noun,lens implant
accommodation,noun,improvement|settlement|developmental learning|living quarters|aid|alteration
accommodation endorser,noun,endorser
accommodation ladder,noun,sea ladder
accommodation reflex,noun,reflex
accommodator,noun,benefactor
accompaniment,noun,happening|part|adjunct|protection
accompanist,noun,musician
accompanying vein,noun,vein
accompanyist,noun,musician
accomplice,noun,assistant
accomplished fact,noun,accomplishment
accomplishment,noun,action|ability
accord,noun,harmony|agreement|written agreement|compatibility
accord,verb,match|give
accord and satisfaction,noun,settlement
accordance,noun,agreement|giving
accordance of rights,noun,giving
accordion,noun,free-reed instrument;keyboard instrument
accordion door,noun,interior door
accordionist,noun,musician
accouchement,noun,parturition
accoucheur,noun,specialist
accoucheuse,noun,nurse
account,noun,record|news|relationship|statement|reason|importance|statement|informing|statement|profit
account,verb,be|inform|declare
account book,noun,record
account executive,noun,businessperson
account payable,noun,indebtedness
account representative,noun,businessperson
account statement,noun,statement
accountability,noun,responsibility
accountancy,noun,occupation
accountant,noun,businessperson
accountantship,noun,position
accounting,noun,explanation|system|occupation|register|statement
accounting,verb,be|inform|declare
accounting data,noun,data
accounting entry,noun,accounting
accounting firm,noun,firm
accounting principle,noun,principle
accounting standard,noun,principle
accounting system,noun,register
accounts payable,noun,liabilities
accounts receivable,noun,assets
accouterment,noun,clothing
accoutrement,noun,clothing
accreditation,noun,certification
accretion,noun,increase|addition|increase|increase|increase|inheritance
accroides,noun,natural resin
accroides gum,noun,natural resin
accroides resin,noun,natural resin
accrual,noun,increase
accrual basis,noun,accounting
accruement,noun,increase
acculturation,noun,social control|content|education
accumulation,noun,increase|group|increase|net income
accumulator,noun,worker|voltaic battery|register
accumulator register,noun,register
accuracy,noun,quality|quality
accusal,noun,charge
accusation,noun,charge|assertion
accusative case,noun,oblique
accused,noun,defendant
accused,verb,charge
accuser,noun,disputant
ace inhibitor,noun,antihypertensive
ace of clubs,noun,ace
ace of diamonds,noun,ace
ace of hearts,noun,ace
ace of spades,noun,ace
acebutolol,noun,beta blocker
acedia,noun,mortal sin
acellular slime mold,noun,slime mold
acentric chromosome,noun,chromosome
acephalia,noun,abnormality
acephalism,noun,abnormality
acephaly,noun,abnormality
acer,noun,dicot genus
acer argutum,noun,maple
acer campestre,noun,maple
acer circinatum,noun,maple
acer glabrum,noun,maple
acer japonicum,noun,maple
acer macrophyllum,noun,maple
acer negundo,noun,maple
acer negundo californicum,noun,box elder
acer palmatum,noun,maple
acer pennsylvanicum,noun,maple
acer platanoides,noun,maple
acer pseudoplatanus,noun,maple
acer rubrum,noun,maple
acer saccharinum,noun,maple
acer saccharum,noun,maple
acer spicatum,noun,maple
aceraceae,noun,dicot family
acerate leaf,noun,simple leaf
acerbity,noun,bitterness|sourness|disagreeableness
acerola,noun,dicot|berry
acervulus,noun,fruiting body
acetabulum,noun,socket
acetal,noun,organic compound
acetaldehyde,noun,aldehyde
acetaldol,noun,aldol
acetamide,noun,amide
acetaminophen,noun,analgesic
acetanilid,noun,analgesic
acetanilide,noun,analgesic
acetate,noun,salt|rayon
acetate disk,noun,disk
acetate rayon,noun,rayon
acetic acid,noun,carboxylic acid
acetic anhydride,noun,anhydride
acetin,noun,acetate
acetoacetic acid,noun,ketone body
acetone,noun,ketone;solvent
acetone body,noun,ketone
acetonemia,noun,symptom
acetonuria,noun,symptom
acetophenetidin,noun,analgesic
acetphenetidin,noun,analgesic
acetum,noun,acetic acid|condiment
acetyl,noun,acyl
acetyl chloride,noun,acyl halide
acetyl group,noun,acyl
acetyl radical,noun,acyl
acetylation,noun,acylation
acetylcholine,noun,neurotransmitter
acetylene,noun,aliphatic compound
acetylsalicylic acid,noun,analgesic;salicylate
achaian,noun,greek
ache,noun,pain
ache,verb,perceive|hanker|cause to be perceived
achene,noun,fruit
acherontia,noun,arthropod genus
acherontia atropos,noun,hawkmoth
acheson process,noun,industrial process
acheta,noun,arthropod genus
acheta assimilis,noun,cricket
